From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
21,1411,Formal Criminal Organization,,G183,G183
21,1617,Formal Criminal Organization,,G183,G183
21,1781,Formal Criminal Organization,,G183,G183
22,1299,Kinship,engaged,"G47, G81",G47
22,1284,Legitimate,user of Blackberry,"G47, G81","G47, G81"
24,1530,Legitimate,assoicate,NONE,G169
26,172,Co-Offenders,associate,G11,NONE
26,172,Formal Criminal Organization,Ch2,G11,NONE
26,1581,Co-Offenders,associate,G11,NONE
26,25,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
26,122,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
26,123,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
26,1135,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,G11
26,25,Formal Criminal Organization,member/ associate Ch2,G11,G11
26,1141,Co-Offenders,"cocaine/ marihuana, btb:  prostitution",G11,"G11, G18"
27,540,Co-Offenders,cocaine courier,G54,G54
28,540,Legitimate,former roommates,G54,G54
28,540,Co-Offenders,drug partner,G54,G54
28,27,Co-Offenders,former cocaine courier,G54,G54
28,27,Kinship,brother,G54,G54
29,81,Legitimate,Associate,NONE,G167
33,2019,Legitimate,associate,NONE,NONE
35,2022,Legitimate,Associate,G179,G179
38,2035,Legitimate,involved with vehicle leases,"G55, G60, G107",G107
40,39,Co-Offenders,arrested for cocaine,G93,NONE
40,39,Kinship,brother,G93,NONE
40,573,Formal Criminal Organization,feud between,G93,G127
45,1583,Co-Offenders,"Illegal gambling, selling of stolen property",G27,G27
45,1583,Formal Criminal Organization,Ch6,G27,G27
45,1583,Legitimate,director of business,G27,G27
46,44,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,423,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,424,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,525,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,628,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,736,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,1153,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,1199,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,1495,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,1983,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,2061,Co-Offenders,"Robberies, assaults, & weapons possession",G182,G182
46,44,Formal Criminal Organization,,G182,G182
46,423,Formal Criminal Organization,,G182,G182
46,424,Formal Criminal Organization,,G182,G182
46,525,Formal Criminal Organization,,G182,G182
46,628,Formal Criminal Organization,,G182,G182
46,736,Formal Criminal Organization,,G182,G182
46,1153,Formal Criminal Organization,,G182,G182
46,1199,Formal Criminal Organization,,G182,G182
46,1495,Formal Criminal Organization,,G182,G182
46,1983,Formal Criminal Organization,,G182,G182
46,2061,Formal Criminal Organization,,G182,G182
50,914,Co-Offenders,btb associate,NONE,NONE
50,914,Legitimate,longshoreman,NONE,NONE
51,1576,Legitimate,RO company,"G8, G9, G10, G24",NONE
51,1946,Legitimate,associate,"G8, G9, G10, G24","G23, G24"
51,812,Kinship,common-law spouse,"G8, G9, G10, G24",G24
51,850,Legitimate,RO company,"G8, G9, G10, G24","G24, G80"
61,2079,Co-Offenders,Cocaine,NONE,NONE
62,136,Co-Offenders,btb marihuana,G46,G100
62,673,Legitimate,,G46,G46
62,570,Co-Offenders,btb marihuana,G46,G46
62,455,Co-Offenders,marihuana possession,G46,G46
62,995,Co-Offenders,marihuana possession,G46,G46
62,672,Co-Offenders,Same Cell,G46,G46
62,673,Co-Offenders,Same Cell,G46,G46
62,781,Co-Offenders,Same Cell,G46,G46
68,1491,Co-Offenders,btb cocaine connection,"G13, G15, G16",NONE
68,1491,Formal Criminal Organization,Ch3 former,"G13, G15, G16",NONE
68,471,Co-Offenders,btb criminal associate,"G13, G15, G16",G15
68,69,Co-Offenders,same cell,"G13, G15, G16",G15
68,69,Formal Criminal Organization,Ch3,"G13, G15, G16",G15
68,69,Kinship,brother,"G13, G15, G16",G15
68,69,Legitimate,director of 5 registered firms,"G13, G15, G16",G15
68,723,Co-Offenders,btb supplying cocaine,"G13, G15, G16","G15, G25, G34, G67"
68,723,Legitimate,"paid 725 $700,000 for warehouse","G13, G15, G16","G15, G25, G34, G67"
69,723,Co-Offenders,btb supplying cocaine,G15,"G15, G25, G34, G67"
70,71,Kinship,Mother/Daughter,NONE,NONE
70,73,Kinship,Mother/Son,NONE,NONE
70,73,Legitimate,Director/ Manager,NONE,NONE
70,555,Kinship,Mother/Son,NONE,NONE
71,74,Kinship,Spouse,NONE,NONE
75,70,Kinship,Brothers,NONE,NONE
75,71,Kinship,Father/Daughter,NONE,NONE
75,72,Kinship,Father/Son,NONE,NONE
75,73,Kinship,Father/Son,NONE,NONE
75,555,Kinship,Spouse,NONE,NONE
79,1710,Co-Offenders,btb flying shipments of marihuana,"G47, G82",NONE
79,1293,Co-Offenders,bt have imported cocaine,"G47, G82",G13
79,723,Co-Offenders,cocaine,"G47, G82","G15, G25, G34, G67"
79,1299,Legitimate,met in an prison,"G47, G82",G47
79,78,Co-Offenders,assists in transferring proceeds into Canada,"G47, G82",G47
79,1299,Co-Offenders,bt have imported cocaine,"G47, G82",G47
79,2042,Co-Offenders,btb hired for protection & for transfer of funds into foreign country,"G47, G82",G47
79,861,Co-Offenders,btb working together in cocaine importation,"G47, G82",G47
79,1250,Co-Offenders,in charge of one helicopter re marihuana,"G47, G82",G47
79,470,Co-Offenders,partners in a marihuana smuggling enterprise,"G47, G82",G47
79,1802,Co-Offenders,Same Cell,"G47, G82",G47
79,1815,Co-Offenders,Same Cell,"G47, G82",G47
79,1860,Co-Offenders,Same Cell,"G47, G82",G47
79,2113,Co-Offenders,Same Cell,"G47, G82",G47
79,78,Kinship,Father/Son,"G47, G82",G47
79,470,Legitimate, “owner” of one helicopter,"G47, G82",G47
79,1250,Formal Criminal Organization,bt have had a falling out,"G47, G82",G47
79,2132,Co-Offenders,Same Cell,"G47, G82","G47, G58, G81"
79,707,Co-Offenders,btb flying shipments of marihuana,"G47, G82","G47, G65"
79,22,Co-Offenders,Same Cell,"G47, G82","G47, G81"
79,1284,Co-Offenders,RO of Blackberries linked to organization,"G47, G82","G47, G81"
79,594,Co-Offenders,Same Cell,"G47, G82","G47, G84"
79,1091,Co-Offenders,Same Cell,"G47, G82","G47, G84"
79,1306,Co-Offenders,bt have worked together,"G47, G82","G60, G110"
79,1405,Legitimate,btb partner in helicopter,"G47, G82",G73
79,1086,Co-Offenders,involved in the money aspect of marihuana exportation,"G47, G82",G81
79,237,Co-Offenders,bt have worked together,"G47, G82",G9
81,342,Legitimate,Associate,G167,NONE
81,1017,Co-Offenders,Same Cell,G167,G167
81,1930,Co-Offenders,Same Cell,G167,G167
81,2051,Co-Offenders,Same Cell,G167,G167
81,1215,Legitimate,Associate,G167,G175
83,1739,Formal Criminal Organization,Feud,G175,NONE
83,573,Formal Criminal Organization,Feud,G175,G127
83,1194,Legitimate,Associates,G175,G175
83,1935,Legitimate,Associates,G175,G175
84,1157,Formal Criminal Organization,Shooting,G175,NONE
84,1739,Formal Criminal Organization,Feud,G175,NONE
84,83,Co-Offenders,"debt collection, drugs, home invasions, extortion & kidnapping",G175,G175
84,83,Kinship,Brothers,G175,G175
86,85,Formal Criminal Organization,,"G23, G40, G43","G23, G40, G43, G111"
86,85,Kinship,brother,"G23, G40, G43","G23, G40, G43, G111"
91,379,Co-Offenders,main supplier of heroin,NONE,NONE
93,92,Legitimate,director /officer,NONE,NONE
93,95,Legitimate,director /officer,NONE,NONE
93,362,Legitimate,director /officer,NONE,NONE
94,92,Legitimate,director /officer,NONE,NONE
94,93,Co-Offenders,bt launder money,NONE,NONE
94,93,Legitimate,director /officer,NONE,NONE
94,95,Legitimate,director /officer,NONE,NONE
101,1834,Formal Criminal Organization,Assualt,G179,NONE
107,1714,Formal Criminal Organization,bt have planned/ attempted to kill each other,G48,G110
107,2015,Legitimate,best friend,G48,G48
107,828,Co-Offenders,bt have stolen meth from other gang,G48,G48
107,2015,Co-Offenders,bt have stolen meth from other gang,G48,G48
107,828,Formal Criminal Organization,,G48,G48
108,1063,Formal Criminal Organization,btb involved in attemps to shoot other oc individuals,"G48, G107",NONE
108,1057,Co-Offenders,Same Cell,"G48, G107",G110
108,1057,Formal Criminal Organization,,"G48, G107",G110
108,2015,Legitimate,former associate,"G48, G107",G48
108,589,Legitimate,long-time friend,"G48, G107",G48
108,23,Co-Offenders,Same Cell,"G48, G107",G48
108,49,Co-Offenders,Same Cell,"G48, G107",G48
108,76,Co-Offenders,Same Cell,"G48, G107",G48
108,105,Co-Offenders,Same Cell,"G48, G107",G48
108,106,Co-Offenders,Same Cell,"G48, G107",G48
108,107,Co-Offenders,Same Cell,"G48, G107",G48
108,240,Co-Offenders,Same Cell,"G48, G107",G48
108,265,Co-Offenders,Same Cell,"G48, G107",G48
108,355,Co-Offenders,Same Cell,"G48, G107",G48
108,505,Co-Offenders,Same Cell,"G48, G107",G48
108,580,Co-Offenders,Same Cell,"G48, G107",G48
108,589,Co-Offenders,Same Cell,"G48, G107",G48
108,803,Co-Offenders,Same Cell,"G48, G107",G48
108,828,Co-Offenders,Same Cell,"G48, G107",G48
108,886,Co-Offenders,Same Cell,"G48, G107",G48
108,899,Co-Offenders,Same Cell,"G48, G107",G48
108,962,Co-Offenders,Same Cell,"G48, G107",G48
108,1087,Co-Offenders,Same Cell,"G48, G107",G48
108,1209,Co-Offenders,Same Cell,"G48, G107",G48
108,1603,Co-Offenders,Same Cell,"G48, G107",G48
108,1631,Co-Offenders,Same Cell,"G48, G107",G48
108,1686,Co-Offenders,Same Cell,"G48, G107",G48
108,1976,Co-Offenders,Same Cell,"G48, G107",G48
108,2015,Co-Offenders,Same Cell,"G48, G107",G48
108,2016,Co-Offenders,Same Cell,"G48, G107",G48
108,2029,Co-Offenders,Same Cell,"G48, G107",G48
108,2112,Co-Offenders,Same Cell,"G48, G107",G48
108,2151,Co-Offenders,Same Cell,"G48, G107",G48
108,23,Formal Criminal Organization,,"G48, G107",G48
108,49,Formal Criminal Organization,,"G48, G107",G48
108,76,Formal Criminal Organization,,"G48, G107",G48
108,105,Formal Criminal Organization,,"G48, G107",G48
108,106,Formal Criminal Organization,,"G48, G107",G48
108,107,Formal Criminal Organization,,"G48, G107",G48
108,240,Formal Criminal Organization,,"G48, G107",G48
108,265,Formal Criminal Organization,,"G48, G107",G48
108,355,Formal Criminal Organization,,"G48, G107",G48
108,505,Formal Criminal Organization,,"G48, G107",G48
108,580,Formal Criminal Organization,,"G48, G107",G48
108,589,Formal Criminal Organization,,"G48, G107",G48
108,803,Formal Criminal Organization,,"G48, G107",G48
108,828,Formal Criminal Organization,,"G48, G107",G48
108,886,Formal Criminal Organization,,"G48, G107",G48
108,899,Formal Criminal Organization,,"G48, G107",G48
108,962,Formal Criminal Organization,,"G48, G107",G48
108,1087,Formal Criminal Organization,,"G48, G107",G48
108,1209,Formal Criminal Organization,,"G48, G107",G48
108,1603,Formal Criminal Organization,,"G48, G107",G48
108,1631,Formal Criminal Organization,,"G48, G107",G48
108,1686,Formal Criminal Organization,,"G48, G107",G48
108,1976,Formal Criminal Organization,,"G48, G107",G48
108,2016,Formal Criminal Organization,,"G48, G107",G48
108,2029,Formal Criminal Organization,,"G48, G107",G48
108,2112,Formal Criminal Organization,,"G48, G107",G48
108,2151,Formal Criminal Organization,,"G48, G107",G48
108,105,Kinship,brother,"G48, G107",G48
108,106,Kinship,brother,"G48, G107",G48
108,107,Kinship,Father/Son,"G48, G107",G48
108,2166,Co-Offenders,Same Cell,"G48, G107","G48, G107"
108,2166,Formal Criminal Organization,,"G48, G107","G48, G107"
108,574,Co-Offenders,Same Cell,"G48, G107","G48, G127"
108,574,Formal Criminal Organization,,"G48, G107","G48, G127"
108,937,Legitimate,Associate,"G48, G107","G48, G179"
108,937,Co-Offenders,Same Cell,"G48, G107","G48, G179"
108,937,Formal Criminal Organization,,"G48, G107","G48, G179"
108,283,Co-Offenders,Same Cell,"G48, G107","G48, G56"
108,1592,Co-Offenders,Same Cell,"G48, G107","G48, G56"
108,1595,Co-Offenders,Same Cell,"G48, G107","G48, G56"
108,283,Formal Criminal Organization,,"G48, G107","G48, G56"
108,1592,Formal Criminal Organization,,"G48, G107","G48, G56"
108,1595,Formal Criminal Organization,,"G48, G107","G48, G56"
108,710,Formal Criminal Organization,btb involved in attemps to shoot other oc individuals,"G48, G107","G50, G110"
115,1991,Legitimate,Associate,NONE,NONE
119,147,Co-Offenders,cocaine trafficking & money laundering,G49,NONE
119,147,Legitimate,working together in legitimate business,G49,NONE
119,567,Legitimate,Former Associate,G49,NONE
119,638,Legitimate,Associate,G49,NONE
119,638,Co-Offenders,bt have acquired  airplane to transport cocaine,G49,NONE
119,1000,Legitimate,Former Associate,G49,NONE
119,1672,Legitimate,Former Associate,G49,NONE
119,1785,Legitimate,Former Associate,G49,NONE
119,2058,Legitimate,Former Associate,G49,NONE
119,2180,Legitimate,Former Associate,G49,NONE
119,436,Legitimate,Associate,G49,G49
119,1845,Legitimate,Associate,G49,G49
119,1181,Legitimate,Former Associate,G49,G49
119,1182,Legitimate,Former Associate,G49,G49
119,1181,Co-Offenders,cocaine trafficking & money laundering,G49,G49
119,1182,Co-Offenders,cocaine trafficking & money laundering,G49,G49
119,161,Co-Offenders,Same Cell,G49,G49
119,1549,Co-Offenders,Same Cell,G49,G49
119,436,Co-Offenders,worked with 437 using his group to import cocaine.,G49,G49
119,1845,Co-Offenders,working together in the drug trade,G49,G49
119,1621,Legitimate,Associate,G49,"G49, G99"
119,1755,Legitimate,Associate,G49,G51
119,1829,Legitimate,Associate,G49,G51
119,1832,Legitimate,Associate,G49,G51
119,2194,Legitimate,Associate,G49,"G8, G29, G72"
119,2194,Co-Offenders,btb obtaining cocaine from sources,G49,"G8, G29, G72"
125,68,Co-Offenders,btb: cocaine trafficking,"G15, G78","G13, G15, G16"
125,68,Legitimate,director ,"G15, G78","G13, G15, G16"
125,69,Co-Offenders,btb: cocaine trafficking,"G15, G78",G15
125,69,Legitimate,director,"G15, G78",G15
127,796,Legitimate,associate,G44,NONE
127,796,Formal Criminal Organization,,G44,NONE
127,2099,Formal Criminal Organization,,G44,NONE
127,751,Formal Criminal Organization,,G44,G44
128,656,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
128,988,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
128,1133,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
128,1635,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
128,1992,Co-Offenders,btb installing secret compartments into vehicles,G133,G133
128,656,Legitimate,employee,G133,G133
128,988,Legitimate,employee,G133,G133
128,1133,Legitimate,employee,G133,G133
128,1635,Legitimate,co-owners,G133,G133
128,1992,Legitimate,employee,G133,G133
128,983,Co-Offenders,btb installing secret compartments into vehicles,G133,G186
128,983,Legitimate,employee,G133,G186
131,320,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
131,930,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
131,1779,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
131,320,Formal Criminal Organization,,G180,G180
131,930,Formal Criminal Organization,,G180,G180
131,1779,Formal Criminal Organization,,G180,G180
134,993,Co-Offenders,firearms supplied by 135,G56,G56
134,1025,Co-Offenders,machine guns,G56,G56
136,1652,Co-Offenders,drop of marihuana btb orchestrated,G100,G100
136,1783,Co-Offenders,marihuana drop,G100,G100
136,1573,Co-Offenders,drop of marihuana btb orchestrated,G100,"G95, G100"
137,1052,Co-Offenders,btb supplied heroin,G89,G78
145,86,Legitimate,was close associate,G66,"G23, G40, G43"
145,86,Formal Criminal Organization,,G66,"G23, G40, G43"
145,85,Legitimate,passenger in vehicle,G66,"G23, G40, G43, G111"
145,85,Formal Criminal Organization,,G66,"G23, G40, G43, G111"
145,1350,Legitimate,was close associate,G66,"G23, G41, G66, G89"
145,1350,Formal Criminal Organization,,G66,"G23, G41, G66, G89"
149,573,Legitimate,Associate,G135,G127
149,573,Co-Offenders,btb ‘hitman” for 574,G135,G127
150,302,Co-Offenders,Cocaine source,NONE,NONE
150,476,Co-Offenders,Cocaine source,NONE,NONE
150,602,Co-Offenders,Drugs,NONE,NONE
150,1009,Co-Offenders,Drugs,NONE,NONE
155,1175,Co-Offenders,,G37,G31
155,1175,Formal Criminal Organization,,G37,G31
155,409,Co-Offenders,same cell,G37,G37
155,468,Co-Offenders,same cell,G37,G37
155,473,Co-Offenders,same cell,G37,G37
155,571,Co-Offenders,same cell,G37,G37
155,1065,Co-Offenders,same cell,G37,G37
155,1775,Co-Offenders,same cell,G37,G37
155,1913,Co-Offenders,same cell,G37,G37
155,2131,Co-Offenders,same cell,G37,G37
155,409,Formal Criminal Organization,,G37,G37
155,468,Formal Criminal Organization,,G37,G37
155,473,Formal Criminal Organization,,G37,G37
155,571,Formal Criminal Organization,,G37,G37
155,1065,Formal Criminal Organization,,G37,G37
155,1775,Formal Criminal Organization,,G37,G37
155,1913,Formal Criminal Organization,,G37,G37
155,2131,Formal Criminal Organization,,G37,G37
157,156,Co-Offenders,a lower level group of drug dealers,G62,G62
157,699,Co-Offenders,a lower level group of drug dealers,G62,G62
157,156,Kinship,brother,G62,G62
166,434,Co-Offenders,btb cocaine supplier,G10,G10
166,623,Co-Offenders,btb cocaine supplier,G10,G10
171,742,Co-Offenders,was hired by 172 to transport marihuana/ cocaine & firearms,G50,NONE
171,345,Co-Offenders,driver contracted by 172 to smuggle drugs/ weapons,G50,G50
171,226,Co-Offenders,"involved in marihuana grow ops, supplying cocaine",G50,G50
171,1435,Co-Offenders,Same Cell,G50,G50
171,1548,Co-Offenders,Same Cell,G50,G50
171,226,Legitimate, owns a res. Purchased 227,G50,G50
171,710,Co-Offenders,Same Cell,G50,"G50, G110"
175,102,Legitimate,Associate,G51,NONE
175,232,Legitimate,Associate,G51,NONE
175,270,Legitimate,Associate,G51,NONE
175,1059,Legitimate,Associate,G51,NONE
175,1067,Legitimate,Associate,G51,NONE
175,1621,Legitimate,Associate,G51,"G49, G99"
175,1553,Co-Offenders,Same Cell,G51,G51
175,1755,Co-Offenders,Same Cell,G51,G51
175,1829,Co-Offenders,Same Cell,G51,G51
175,1832,Co-Offenders,Same Cell,G51,G51
175,1005,Co-Offenders,Same Cell,G51,"G51, G99"
175,1879,Legitimate,Associate,G51,G99
175,2153,Legitimate,Associate,G51,G99
175,403,Co-Offenders,Same Cell,G51,G99
178,144,Co-Offenders,associate,"G18, G21",NONE
178,910,Co-Offenders,bt have met re cocaine trafficking,"G18, G21",NONE
178,940,Co-Offenders,associate,"G18, G21",NONE
178,1396,Co-Offenders,associate,"G18, G21",NONE
178,1437,Co-Offenders,associate,"G18, G21",NONE
178,1437,Formal Criminal Organization,Ch4,"G18, G21",NONE
178,2045,Co-Offenders,"2048 paid a ""tax"" re operation","G18, G21",NONE
178,1141,Co-Offenders,same cell,"G18, G21","G11, G18"
178,822,Co-Offenders,disturbance,"G18, G21","G11, G19, G21"
178,822,Formal Criminal Organization,,"G18, G21","G11, G19, G21"
178,1759,Legitimate,operates closely,"G18, G21",G18
178,1758,Co-Offenders,moves 179's drugs,"G18, G21",G18
178,169,Co-Offenders,same cell,"G18, G21",G18
178,449,Co-Offenders,same cell,"G18, G21",G18
178,530,Co-Offenders,same cell,"G18, G21",G18
178,569,Co-Offenders,same cell,"G18, G21",G18
178,587,Co-Offenders,same cell,"G18, G21",G18
178,998,Co-Offenders,same cell,"G18, G21",G18
178,1142,Co-Offenders,same cell,"G18, G21",G18
178,1193,Co-Offenders,same cell,"G18, G21",G18
178,1759,Co-Offenders,same cell,"G18, G21",G18
178,1896,Co-Offenders,same cell,"G18, G21",G18
178,2123,Co-Offenders,same cell,"G18, G21",G18
178,2152,Co-Offenders,same cell,"G18, G21",G18
178,1759,Formal Criminal Organization,Ch4,"G18, G21",G18
178,554,Co-Offenders,same cell,"G18, G21","G18, G99"
178,422,Co-Offenders,same cell,"G18, G21",G184
178,968,Legitimate,associate,"G18, G21","G19, G21"
178,1047,Co-Offenders,associate,"G18, G21","G19, G21, G22"
178,888,Co-Offenders,associate,"G18, G21","G19, G21, G22, G109"
178,1820,Legitimate,1823: mentor,"G18, G21",G21
178,448,Legitimate,associate,"G18, G21",G21
178,1820,Co-Offenders,both charged,"G18, G21",G21
178,1820,Formal Criminal Organization,Ch4,"G18, G21",G21
178,2122,Legitimate,associate,"G18, G21",G22
178,2122,Formal Criminal Organization,Ch4 former,"G18, G21",G22
178,936,Co-Offenders,same cell,"G18, G21",G8
178,1570,Co-Offenders,intercepted re drug talk,"G18, G21",G99
181,844,Legitimate,associate,G101,"G23, G69"
187,37,Legitimate,Associate,G52,NONE
187,256,Legitimate,Associate,G52,NONE
187,746,Legitimate,Associate,G52,NONE
187,797,Legitimate,Associate,G52,NONE
187,963,Legitimate,Associate,G52,NONE
187,1654,Legitimate,Associate,G52,NONE
187,1870,Legitimate,Associate,G52,NONE
187,1482,Legitimate,Associate,G52,G52
187,188,Co-Offenders,Same Cell,G52,G52
190,189,Kinship,father/ son,NONE,NONE
190,662,Legitimate,former associate,NONE,NONE
192,1968,Co-Offenders,rented hotel to deal drugs,G20,G20
201,1260,Legitimate,worked for  1263,NONE,NONE
201,437,Legitimate,bt have worked for  438,NONE,G99
205,1071,Co-Offenders,Cocaine,NONE,NONE
207,1794,Co-Offenders,marihuana exportation,G30,"G23, G30, G43"
218,1700,Formal Criminal Organization,"involved in a drug rip, resulting in the shooting of 219",G9,G93
221,1284,Legitimate,Blackberry registered to 1287,G81,"G47, G81"
223,1916,Co-Offenders,weapons,NONE,NONE
223,400,Legitimate,Associate,NONE,G56
223,400,Co-Offenders,weapons,NONE,G56
226,1720,Legitimate,associate,G50,"G39, G68"
226,1720,Formal Criminal Organization,,G50,"G39, G68"
234,545,Legitimate,Associate,NONE,NONE
234,685,Legitimate,Associate,NONE,NONE
234,1543,Legitimate,director,NONE,NONE
237,34,Legitimate,associate,G9,NONE
237,34,Co-Offenders,same cell,G9,NONE
237,34,Formal Criminal Organization,,G9,NONE
237,262,Legitimate,associate,G9,NONE
237,296,Legitimate,owner/ manager,G9,NONE
237,395,Legitimate,associate,G9,NONE
237,772,Legitimate,associate,G9,NONE
237,772,Formal Criminal Organization,Ch2,G9,NONE
237,773,Co-Offenders,btb drug trafficking,G9,NONE
237,773,Formal Criminal Organization,Ch2,G9,NONE
237,773,Legitimate,business  is next door,G9,NONE
237,1020,Legitimate,associate,G9,NONE
237,1641,Legitimate,associate,G9,NONE
237,1969,Co-Offenders,btb cocaine/ money courier,G9,NONE
237,2028,Legitimate,associate,G9,NONE
237,2028,Formal Criminal Organization,,G9,NONE
237,2178,Legitimate,associate,G9,NONE
237,559,Legitimate,associate,G9,G121
237,492,Legitimate,Associate,G9,"G16, G27, G38, G58"
237,492,Co-Offenders,btb drug trafficking associate,G9,"G16, G27, G38, G58"
237,1953,Co-Offenders,drug supplier,G9,"G40, G90"
237,51,Co-Offenders,same cell,G9,"G8, G9, G10, G24"
237,51,Formal Criminal Organization,Ch2,G9,"G8, G9, G10, G24"
237,1148,Legitimate,associate,G9,G9
237,11,Co-Offenders,assualt,G9,G9
237,218,Co-Offenders,cocaine network,G9,G9
237,1148,Co-Offenders,,G9,G9
237,1770,Co-Offenders,same cell,G9,G9
237,11,Formal Criminal Organization,,G9,G9
237,218,Formal Criminal Organization,Ch2,G9,G9
237,1770,Formal Criminal Organization,,G9,G9
237,1770,Legitimate,executive,G9,G9
237,460,Co-Offenders,cocaine network,G9,"G9, G38"
237,1771,Co-Offenders,cocaine network,G9,"G9, G38"
244,2194,Co-Offenders,bt have trafficked  cocaine,"G4, G5, G6, G7","G8, G29, G72"
247,992,Co-Offenders,btb supported by 248,G97,NONE
251,250,Kinship,Spouse,NONE,NONE
252,253,Kinship,Siblings,NONE,NONE
252,1075,Kinship,Spouse,NONE,NONE
252,1075,Legitimate,director /officer,NONE,NONE
254,255,Co-Offenders,cocaine & meth transportation,G1,G1
254,1185,Co-Offenders,bt have supplied cocaine,G1,G1
254,1518,Co-Offenders,assault conspiracy,G1,G1
254,255,Formal Criminal Organization,member/ hangaround Ch1,G1,G1
254,1185,Formal Criminal Organization,Ch1,G1,G1
254,1518,Formal Criminal Organization,Ch1,G1,G1
254,255,Kinship,Father/Son,G1,G1
254,711,Co-Offenders,cocaine &  meth,G1,"G1, G3"
